0.0	0.0
21.0	0.0
42.0	0.0
62.99	0.0
83.98	0.0
104.96	0.0
125.92	0.0
146.88	0.0
167.82	0.0
188.74	0.0
209.65	0.0
230.53	0.0
251.4	0.0
272.23	0.0
293.04	0.0
313.82	0.0
334.57	0.0
355.28	0.0
375.96	0.0
396.6	0.0
417.21	0.0
437.77	0.0
458.28	0.0
478.75	0.0
499.18	0.0
519.55	0.0
539.87	0.0
560.14	0.0
580.35	0.0
600.5	0.0
620.59	0.0
640.62	0.0
660.59	0.0
680.49	0.0
700.32	0.0
720.09	0.0
739.78	0.0
759.39	0.0
778.93	0.0
798.4	0.0
801.62	0.0
803.37	0.0
805.12	0.0
806.85	0.0
808.59	0.0
810.31	0.0
812.02	0.0
813.73	0.0
815.42	0.0
817.11	0.0
818.79	0.0
820.46	0.0
822.12	0.0
823.77	0.01
825.41	0.01
827.04	0.01
828.66	0.01
830.28	0.01
831.88	0.01
833.47	0.01
835.05	0.01
836.61	0.01
838.17	0.01
839.72	0.01
841.25	0.01
842.78	0.01
844.29	0.01
845.79	0.01
847.28	0.01
848.75	0.01
850.21	0.01
851.67	0.01
853.11	0.01
854.53	0.01
855.94	0.01
857.35	0.01
858.73	0.01
860.11	0.01
861.47	0.01
862.81	0.01
864.15	0.01
865.47	0.01
866.77	0.01
868.07	0.01
869.34	0.01
870.61	0.01
871.86	0.01
873.09	0.01
874.31	0.01
875.51	0.01
876.7	0.01
877.88	0.01
879.04	0.01
880.18	0.01
881.31	0.01
882.43	0.01
883.52	0.01
884.61	0.01
885.67	0.01
886.72	0.01
887.76	0.01
888.78	0.01
889.78	0.01
890.76	0.01
891.73	0.01
892.69	0.01
893.62	0.01
894.54	0.01
895.44	0.01
896.33	0.01
897.2	0.01
898.05	0.01
898.88	0.01
899.7	0.01
900.5	0.01
901.28	0.01
902.05	0.01
902.8	0.01
903.53	0.01
904.24	0.01
904.93	0.01
905.61	0.01
906.27	0.01
906.91	0.01
907.53	0.01
908.13	0.01
908.72	0.01
909.29	0.01
909.84	0.01
910.37	0.01
910.88	0.01
911.38	0.01
911.85	0.01
912.31	0.01
912.75	0.01
913.17	0.01
913.57	0.01
913.96	0.01
914.32	0.01
914.67	0.01
914.99	0.01
915.3	0.01
915.59	0.01
915.86	0.01
916.11	0.01
916.34	0.01
916.56	0.01
916.75	0.01
916.93	0.01
917.09	0.01
917.22	0.01
917.34	0.01
917.44	0.01
917.52	0.01
917.58	0.01
917.63	0.01
917.65	0.01
917.65	0.01
917.56	0.01
917.27	0.01
916.76	0.01
916.04	0.01
915.11	0.01
913.97	0.01
912.63	0.01
911.07	0.01
909.3	0.01
907.33	0.01
905.14	0.01
902.75	0.01
900.15	0.01
897.34	0.01
894.32	0.01
891.1	0.01
887.66	0.01
884.02	0.01
880.18	0.01
876.13	0.01
871.87	0.01
867.4	0.01
862.73	0.01
857.86	0.01
852.78	0.01
847.5	0.01
842.02	0.01
836.33	0.01
830.44	0.01
824.35	0.01
818.06	0.01
811.57	0.01
804.88	0.01
798.0	0.01
790.91	0.01
783.63	0.01
776.15	0.01
768.47	0.01
760.6	0.01
752.53	0.01
744.27	0.01
735.82	0.01
727.18	0.01
718.34	0.01
709.32	0.01
700.11	0.01
690.7	0.01
681.11	0.01
671.34	0.01
661.38	0.01
651.23	0.01
640.9	0.01
630.39	0.01
619.7	0.01
608.83	0.01
597.78	0.01
586.55	0.01
575.14	0.01
563.56	0.01
551.8	0.01
539.87	0.01
527.77	0.01
515.5	0.01
503.05	0.01
490.44	0.01
477.66	0.01
464.72	0.01
451.61	0.01
438.33	0.01
424.9	0.01
411.3	0.01
397.55	0.01
383.63	0.01
369.56	0.01
355.34	0.01
340.96	0.01
326.43	0.01
311.75	0.01
296.92	0.01
281.94	0.01
266.81	0.01
251.54	0.01
236.13	0.01
220.57	0.01
204.87	0.01
189.04	0.01
173.07	0.01
156.96	0.01
140.72	0.01
124.34	0.01
107.84	0.01
91.21	0.01
74.45	0.01
57.56	0.01
40.55	0.01
23.42	0.01
6.16	0.01
-11.21	0.01
-28.7	0.01
-46.3	0.01
-64.02	0.01
-81.85	0.01
-99.79	0.01
-117.84	0.01
-136.0	0.0
-154.26	0.0
-172.62	0.0
-191.08	0.0
-209.64	0.0
-228.3	0.0
-247.06	0.0
-265.91	0.0
-284.85	0.0
-303.88	0.0
-323.0	0.0
-342.2	0.0
-361.49	0.0
-380.86	0.0
-400.31	0.0
-419.84	0.0
-439.44	0.0
-459.12	0.0
-478.87	0.0
-498.69	0.0
-518.58	0.0
-538.54	0.0
-558.56	0.0
-578.64	0.0
-598.79	0.0
-618.99	0.0
-639.25	0.0
-659.56	0.0
-679.92	0.0
-700.34	0.0
-720.8	0.0
-741.31	0.0
-761.86	0.0
-782.46	0.0
-803.09	0.0
-823.77	0.0
-844.48	0.0
-865.22	0.0
-885.99	0.0
-906.8	0.0
-914.84	0.0
-912.56	0.0
-910.27	0.0
-907.98	0.0
-905.69	0.0
-903.39	0.0
-901.1	0.0
-898.81	0.0
-896.51	0.0
-894.21	0.0
-891.92	0.0
-889.62	0.0
-887.33	0.0
-885.03	-0.0
-882.74	-0.0
-880.45	-0.0
-878.16	-0.0
-875.87	-0.0
-873.58	-0.0
-871.29	-0.0
-869.01	-0.0
-866.72	-0.0
-864.44	-0.0
-862.17	-0.0
-859.9	-0.0
-857.63	-0.0
-855.36	-0.0
-853.1	-0.0
-850.84	-0.0
-848.58	-0.0
-846.33	-0.0
-844.09	-0.0
-841.85	-0.0
-839.61	-0.0
-837.38	-0.0
-835.16	-0.0
-832.94	-0.0
-830.73	-0.0
-828.52	-0.0
-826.32	-0.0
-824.13	-0.0
-821.94	-0.0
-819.76	-0.0
-817.59	-0.0
-815.43	-0.0
-813.27	-0.0
-811.12	-0.0
-808.98	-0.0
-806.85	-0.0
-804.73	-0.0
-802.61	-0.0
-800.51	-0.0
-798.41	-0.0
-796.33	-0.0
-794.25	-0.0
-792.18	-0.0
-790.12	-0.0
-788.08	-0.0
-786.04	-0.0
-784.02	-0.0
-782.0	-0.0
-780.0	-0.0
-778.01	-0.0
-776.02	-0.0
-774.06	-0.0
-772.1	-0.01
-770.15	-0.01
-768.22	-0.01
-766.3	-0.01
-764.39	-0.01
-762.5	-0.01
-760.62	-0.01
-758.75	-0.01
-756.89	-0.01
-755.05	-0.01
-753.22	-0.01
-751.41	-0.01
-749.61	-0.01
-747.82	-0.01
-746.05	-0.01
-744.29	-0.01
-742.55	-0.01
-740.82	-0.01
-739.11	-0.01
-737.42	-0.01
-735.73	-0.01
-734.07	-0.01
-732.42	-0.01
-730.79	-0.01
-729.17	-0.01
-727.57	-0.01
-725.98	-0.01
-724.41	-0.01
-722.86	-0.01
-721.33	-0.01
-719.81	-0.01
-718.31	-0.01
-716.83	-0.01
-715.36	-0.01
-713.91	-0.01
-712.48	-0.01
-711.07	-0.01
-709.67	-0.01
-708.3	-0.01
-706.94	-0.01
-705.6	-0.01
-704.28	-0.01
-702.98	-0.01
-701.69	-0.01
-700.43	-0.01
-699.18	-0.01
-697.95	-0.01
-696.75	-0.01
-695.56	-0.01
-694.39	-0.01
-693.24	-0.01
-692.11	-0.01
-691.0	-0.01
-689.91	-0.01
-688.84	-0.01
-687.79	-0.01
-686.77	-0.01
-685.76	-0.01
-684.77	-0.01
-683.8	-0.01
-682.85	-0.01
-681.93	-0.01
-681.02	-0.01
-680.13	-0.01
-679.27	-0.01
-678.43	-0.01
-677.6	-0.01
-676.8	-0.01
-676.02	-0.01
-675.26	-0.01
-674.53	-0.01
-673.81	-0.01
-673.12	-0.01
-672.44	-0.01
-671.79	-0.01
-671.16	-0.01
-670.55	-0.01
-669.97	-0.01
-669.4	-0.01
-668.86	-0.01
-668.34	-0.01
-667.84	-0.01
-667.37	-0.01
-666.91	-0.01
-666.48	-0.01
-666.07	-0.01
-665.68	-0.01
-665.31	-0.01
-664.97	-0.01
-664.65	-0.01
-664.35	-0.01
-664.07	-0.01
-663.81	-0.01
-663.58	-0.01
-663.37	-0.01
-663.18	-0.01
-663.01	-0.01
-662.87	-0.01
-662.75	-0.01
-662.65	-0.01
-662.57	-0.01
-662.52	-0.01
-662.49	-0.01
-662.48	-0.01
-662.49	-0.01
-662.43	-0.01
-662.17	-0.01
-661.69	-0.01
-661.01	-0.01
-660.11	-0.01
-659.01	-0.01
-657.7	-0.01
-656.17	-0.01
-654.44	-0.01
-652.5	-0.01
-650.35	-0.01
-647.99	-0.01
-645.42	-0.01
-642.64	-0.01
-639.66	-0.01
-636.46	-0.01
-633.06	-0.01
-629.46	-0.01
-625.64	-0.01
-621.62	-0.01
-617.4	-0.01
-612.97	-0.01
-608.33	-0.01
-603.49	-0.01
-598.45	-0.01
-593.2	-0.01
-587.75	-0.01
-582.09	-0.01
-576.23	-0.01
-570.18	-0.01
-563.92	-0.01
-557.46	-0.01
-550.8	-0.01
-543.95	-0.01
-536.89	-0.01
-529.64	-0.01
-522.19	-0.01
-514.54	-0.01
-506.7	-0.01
-498.67	-0.01
-490.44	-0.01
-482.02	-0.01
-473.41	-0.01
-464.6	-0.01
-455.61	-0.01
-446.43	-0.01
-437.05	-0.01
-427.49	-0.01
-417.75	-0.01
-407.82	-0.01
-397.7	-0.01
-387.4	-0.01
-376.92	-0.01
-366.26	-0.01
-355.41	-0.01
-344.39	-0.01
-333.19	-0.01
-321.81	-0.01
-310.26	-0.01
-298.53	-0.01
-286.62	-0.01
-274.55	-0.01
-262.3	-0.01
-249.89	-0.01
-237.3	-0.01
-224.55	-0.01
-211.63	-0.01
-198.55	-0.01
-185.3	-0.01
-171.89	-0.01
-158.32	-0.01
-144.59	-0.01
-130.7	-0.01
-116.66	-0.01
-102.46	-0.01
-88.1	-0.01
-73.59	-0.01
-58.94	-0.01
-44.13	-0.01
-29.17	-0.01
-14.07	-0.01
1.18	-0.01
16.57	-0.01
32.1	-0.01
47.78	-0.01
63.59	-0.01
79.54	-0.01
95.63	-0.01
111.85	-0.01
128.2	-0.01
144.68	-0.01
161.3	-0.01
178.04	-0.01
194.9	-0.01
211.89	-0.01
229.01	-0.01
246.24	-0.01
263.6	-0.01
281.07	-0.01
298.65	-0.01
316.35	-0.01
334.17	-0.01
352.09	-0.01
370.12	-0.01
388.26	-0.0
406.5	-0.0
424.85	-0.0
443.29	-0.0
461.84	-0.0
480.49	-0.0
499.23	-0.0
518.06	-0.0
536.99	-0.0
556.0	-0.0
575.11	-0.0
594.3	-0.0
613.57	-0.0
632.93	-0.0
652.37	-0.0
666.45	-0.0
668.15	-0.0
669.86	-0.0
671.57	-0.0
673.29	-0.0
675.01	-0.0
676.73	-0.0
678.47	-0.0
680.2	-0.0
681.94	-0.0
683.69	-0.0
685.44	-0.0
687.19	-0.0
688.94	-0.0
690.7	-0.0
692.47	-0.0
694.23	-0.0
696.0	-0.0
697.78	-0.0
699.55	-0.0
701.33	-0.0
703.11	-0.0
704.89	-0.0
706.67	-0.0
708.46	-0.0
710.25	-0.0
712.04	-0.0
713.83	-0.0
715.62	-0.0
717.41	-0.0
719.2	-0.0
721.0	-0.0
722.79	-0.0
724.58	-0.0
726.38	-0.0
728.17	-0.0
729.96	-0.0
731.76	-0.0
733.55	0.0
735.34	0.0
737.13	0.0
738.92	0.0
740.7	0.0
742.49	0.0
744.27	0.0
746.06	0.0
747.83	0.0
749.61	0.0
751.39	0.0
753.16	0.0
754.93	0.0
756.69	0.0
758.46	0.0
760.22	0.0
761.97	0.0
763.72	0.0
765.47	0.0
767.22	0.0
768.96	0.0
770.69	0.0
772.42	0.0
774.15	0.0
775.87	0.0
777.58	0.0
779.29	0.0
781.0	0.0
782.7	0.0
784.39	0.0
786.08	0.0
787.76	0.0
789.44	0.0
791.11	0.0
792.77	0.0
794.42	0.0
796.07	0.0
797.71	0.0
799.35	0.0
800.97	0.0
802.59	0.0
804.2	0.0
805.81	0.0
807.4	0.0
808.99	0.0
810.57	0.0
812.14	0.0
813.7	0.0
815.25	0.0
816.8	0.0
818.33	0.0
819.85	0.0
821.37	0.01
822.88	0.01
824.37	0.01
825.86	0.01
827.34	0.01
828.8	0.01
830.26	0.01
831.7	0.01
833.14	0.01
834.56	0.01
835.98	0.01
837.38	0.01
838.77	0.01
840.15	0.01
841.52	0.01
842.88	0.01
844.22	0.01
845.56	0.01
846.88	0.01
848.19	0.01
849.48	0.01
850.77	0.01
852.04	0.01
853.3	0.01
854.55	0.01
855.79	0.01
857.01	0.01
858.22	0.01
859.41	0.01
860.6	0.01
861.77	0.01
862.92	0.01
864.06	0.01
865.19	0.01
866.31	0.01
867.41	0.01
868.5	0.01
869.57	0.01
870.63	0.01
871.67	0.01
872.7	0.01
873.72	0.01
874.72	0.01
875.71	0.01
876.68	0.01
877.64	0.01
878.58	0.01
879.51	0.01
880.42	0.01
881.31	0.01
882.2	0.01
883.06	0.01
883.91	0.01
884.75	0.01
885.57	0.01
886.37	0.01
887.16	0.01
887.94	0.01
888.69	0.01
889.43	0.01
890.16	0.01
890.87	0.01
891.56	0.01
892.24	0.01
892.9	0.01
893.54	0.01
894.17	0.01
894.78	0.01
895.38	0.01
895.96	0.01
896.52	0.01
897.07	0.01
897.6	0.01
898.11	0.01
898.6	0.01
899.08	0.01
899.55	0.01
899.99	0.01
900.42	0.01
900.83	0.01
901.23	0.01
901.61	0.01
901.97	0.01
902.31	0.01
902.64	0.01
902.95	0.01
903.24	0.01
903.52	0.01
903.78	0.01
904.02	0.01
904.24	0.01
904.45	0.01
904.64	0.01
904.81	0.01
