-4937;0;0;-4937;0;0;-4937;0;0;-4937;0;0;-4937;0;0;-4937;0;0;-4937;0;0;-4937;0;0;-4937;0;0;-4937;0;0;-4937;0;0;-4937;0;0;-4937;0;0;-4937;0;0;-4937;0;0;-4937;0;0;-4937;0;0;-4937;0;0;-4937;0;0;-4937;0;0;-4937;0;0;-4937;0;0;-4937;0;0;-4937;0;0;-4937;0;0;-4937;0;0;-4937;0;0;-4937;0;0;-4937;0;0;-4937;0;0;-4937;0;0;-4937;0;0
-4288;0;58,4966;-4522;31,8549;30,7389;-4551;49,5731;23,076;-4541;62,3594;17,8942;-4519;71,7304;14,1799;-4488;79,5563;11,5109;-4454;88,0965;9,2562;-4406;100,9112;7,2809;-4276;134,5245;0;-4406;100,9112;-7,2809;-4454;88,0965;-9,2562;-4488;79,5563;-11,5109;-4519;71,7304;-14,1799;-4541;62,3594;-17,8942;-4551;49,5731;-23,076;-4522;31,8549;-30,7389;-4288;0;-58,4966;-4522;-31,8549;-30,7389;-4551;-49,5731;-23,076;-4541;-62,3594;-17,8942;-4519;-71,7304;-14,1799;-4488;-79,5563;-11,5109;-4454;-88,0965;-9,2562;-4406;-100,9112;-7,2809;-4276;-134,5245;0;-4406;-100,9112;7,2809;-4454;-88,0965;9,2562;-4488;-79,5563;11,5109;-4519;-71,7304;14,1799;-4541;-62,3594;17,8942;-4551;-49,5731;23,076;-4522;-31,8549;30,7389
-4066;0;82,5156;-4403;49,0107;43,2802;-4450;68,2042;32,5009;-4440;83,031;26,2319;-4412;94,9545;22,0078;-4368;106,3461;19,1504;-4311;121,3786;16,3591;-4207;149,4872;9,51;-4074;181,0039;0;-4207;149,4872;-9,51;-4311;121,3786;-16,3591;-4368;106,3461;-19,1504;-4412;94,9545;-22,0078;-4440;83,031;-26,2319;-4450;68,2042;-32,5009;-4403;49,0107;-43,2802;-4066;0;-82,5156;-4403;-49,0107;-43,2802;-4450;-68,2042;-32,5009;-4440;-83,031;-26,2319;-4412;-94,9545;-22,0078;-4368;-106,3461;-19,1504;-4311;-121,3786;-16,3591;-4207;-149,4872;-9,51;-4074;-181,0039;0;-4207;-149,4872;9,51;-4311;-121,3786;16,3591;-4368;-106,3461;19,1504;-4412;-94,9545;22,0078;-4440;-83,031;26,2319;-4450;-68,2042;32,5009;-4403;-49,0107;43,2802
-3828;0;104,7041;-4225;68,9115;61,3345;-4299;93,422;45,6847;-4297;110,3942;36,981;-4260;126,3691;31,4043;-4196;143,3293;26,9714;-4102;168,4277;19,8934;-3990;196,3912;9,4247;-3877;220,5203;0;-3990;196,3912;-9,4247;-4102;168,4277;-19,8934;-4196;143,3293;-26,9714;-4260;126,3691;-31,4043;-4297;110,3942;-36,981;-4299;93,422;-45,6847;-4225;68,9115;-61,3345;-3828;0;-104,7041;-4225;-68,9115;-61,3345;-4299;-93,422;-45,6847;-4297;-110,3942;-36,981;-4260;-126,3691;-31,4043;-4196;-143,3293;-26,9714;-4102;-168,4277;-19,8934;-3990;-196,3912;-9,4247;-3877;-220,5203;0;-3990;-196,3912;9,4247;-4102;-168,4277;19,8934;-4196;-143,3293;26,9714;-4260;-126,3691;31,4043;-4297;-110,3942;36,981;-4299;-93,422;45,6847;-4225;-68,9115;61,3345
-3567;0;124,1511;-3956;84,9475;85,3238;-4058;122,9901;62,1902;-4058;148,3171;50,1848;-4010;169,8621;41,6292;-3934;193,0698;32,8461;-3829;220,1438;21,5975;-3728;243,4541;10,7403;-3628;264,2783;0;-3728;243,4541;-10,7403;-3829;220,1438;-21,5975;-3934;193,0698;-32,8461;-4010;169,8621;-41,6292;-4058;148,3171;-50,1848;-4058;122,9901;-62,1902;-3956;84,9475;-85,3238;-3567;0;-124,1511;-3956;-84,9475;-85,3238;-4058;-122,9901;-62,1902;-4058;-148,3171;-50,1848;-4010;-169,8621;-41,6292;-3934;-193,0698;-32,8461;-3829;-220,1438;-21,5975;-3728;-243,4541;-10,7403;-3628;-264,2783;0;-3728;-243,4541;10,7403;-3829;-220,1438;21,5975;-3934;-193,0698;32,8461;-4010;-169,8621;41,6292;-4058;-148,3171;50,1848;-4058;-122,9901;62,1902;-3956;-84,9475;85,3238
-3234;0;145,6527;-3604;94,6272;111,9055;-3734;155,2698;80,6045;-3744;189,4022;62,9309;-3686;218,3075;49,7435;-3602;248,1961;35,1429;-3509;271,1035;22,6378;-3419;289,4008;11,0611;-3335;305,1914;0;-3419;289,4008;-11,0611;-3509;271,1035;-22,6378;-3602;248,1961;-35,1429;-3686;218,3075;-49,7435;-3744;189,4022;-62,9309;-3734;155,2698;-80,6045;-3604;94,6272;-111,9055;-3234;0;-145,6527;-3604;-94,6272;-111,9055;-3734;-155,2698;-80,6045;-3744;-189,4022;-62,9309;-3686;-218,3075;-49,7435;-3602;-248,1961;-35,1429;-3509;-271,1035;-22,6378;-3419;-289,4008;-11,0611;-3335;-305,1914;0;-3419;-289,4008;11,0611;-3509;-271,1035;22,6378;-3602;-248,1961;35,1429;-3686;-218,3075;49,7435;-3744;-189,4022;62,9309;-3734;-155,2698;80,6045;-3604;-94,6272;111,9055
-2865;0;166,3602;-3183;104,1914;135,5743;-3339;185,8743;98,8134;-3348;232,8892;75,0218;-3286;271,4714;54,9973;-3209;298,6488;37,7822;-3145;318,5985;23,5251;-3077;332,6349;12,021;-3002;346,5441;0;-3077;332,6349;-12,021;-3145;318,5985;-23,5251;-3209;298,6488;-37,7822;-3286;271,4714;-54,9973;-3348;232,8892;-75,0218;-3339;185,8743;-98,8134;-3183;104,1914;-135,5743;-2865;0;-166,3602;-3183;-104,1914;-135,5743;-3339;-185,8743;-98,8134;-3348;-232,8892;-75,0218;-3286;-271,4714;-54,9973;-3209;-298,6488;-37,7822;-3145;-318,5985;-23,5251;-3077;-332,6349;-12,021;-3002;-346,5441;0;-3077;-332,6349;12,021;-3145;-318,5985;23,5251;-3209;-298,6488;37,7822;-3286;-271,4714;54,9973;-3348;-232,8892;75,0218;-3339;-185,8743;98,8134;-3183;-104,1914;135,5743
-2449;0;187,0312;-2720;116,9594;154,268;-2850;214,0869;116,4115;-2863;275,5798;84,6846;-2825;319,1904;58,3165;-2786;342,7417;40,5518;-2744;360,4355;25,5476;-2693;375,3542;12,5705;-2632;387,6849;0;-2693;375,3542;-12,5705;-2744;360,4355;-25,5476;-2786;342,7417;-40,5518;-2825;319,1904;-58,3165;-2863;275,5798;-84,6846;-2850;214,0869;-116,4115;-2720;116,9594;-154,268;-2449;0;-187,0312;-2720;-116,9594;-154,268;-2850;-214,0869;-116,4115;-2863;-275,5798;-84,6846;-2825;-319,1904;-58,3165;-2786;-342,7417;-40,5518;-2744;-360,4355;-25,5476;-2693;-375,3542;-12,5705;-2632;-387,6849;0;-2693;-375,3542;12,5705;-2744;-360,4355;25,5476;-2786;-342,7417;40,5518;-2825;-319,1904;58,3165;-2863;-275,5798;84,6846;-2850;-214,0869;116,4115;-2720;-116,9594;154,268
-1982;0;208,8082;-2162;131,7421;169,8991;-2251;234,0863;131,5365;-2292;315,9388;91,0956;-2305;357,6155;63,8319;-2298;384,4447;43,9327;-2278;401,6078;28,1276;-2264;416,3907;13,9434;-2229;429,5411;0;-2264;416,3907;-13,9434;-2278;401,6078;-28,1276;-2298;384,4447;-43,9327;-2305;357,6155;-63,8319;-2292;315,9388;-91,0956;-2251;234,0863;-131,5365;-2162;131,7421;-169,8991;-1982;0;-208,8082;-2162;-131,7421;-169,8991;-2251;-234,0863;-131,5365;-2292;-315,9388;-91,0956;-2305;-357,6155;-63,8319;-2298;-384,4447;-43,9327;-2278;-401,6078;-28,1276;-2264;-416,3907;-13,9434;-2229;-429,5411;0;-2264;-416,3907;13,9434;-2278;-401,6078;28,1276;-2298;-384,4447;43,9327;-2305;-357,6155;63,8319;-2292;-315,9388;91,0956;-2251;-234,0863;131,5365;-2162;-131,7421;169,8991
-1404;0;233,1511;-1497;149,8349;182,1095;-1557;258,7377;140,2493;-1631;342,4939;99,5527;-1694;391,2924;70,6017;-1739;422,069;48,8329;-1753;442,9938;31,1813;-1747;458,9253;15,996;-1744;474,8931;0;-1747;458,9253;-15,996;-1753;442,9938;-31,1813;-1739;422,069;-48,8329;-1694;391,2924;-70,6017;-1631;342,4939;-99,5527;-1557;258,7377;-140,2493;-1497;149,8349;-182,1095;-1404;0;-233,1511;-1497;-149,8349;-182,1095;-1557;-258,7377;-140,2493;-1631;-342,4939;-99,5527;-1694;-391,2924;-70,6017;-1739;-422,069;-48,8329;-1753;-442,9938;-31,1813;-1747;-458,9253;-15,996;-1744;-474,8931;0;-1747;-458,9253;15,996;-1753;-442,9938;31,1813;-1739;-422,069;48,8329;-1694;-391,2924;70,6017;-1631;-342,4939;99,5527;-1557;-258,7377;140,2493;-1497;-149,8349;182,1095
