-706,4527;0;240,2018;-708,7874;164,7804;190,0024;-744,2345;276,8852;141,9487;-848,9783;352,1052;107,0263;-979,0175;411,8794;75,8439;-1063;450,7134;52,2747;-1125;479,7464;31,6794;-1162;495,7446;14,743;-1216;504,466;0;-1162;495,7446;-14,743;-1125;479,7464;-31,6794;-1063;450,7134;-52,2747;-979,0175;411,8794;-75,8439;-848,9783;352,1052;-107,0263;-744,2345;276,8852;-141,9487;-708,7874;164,7804;-190,0024;-706,4527;0;-240,2018;-708,7874;-164,7804;-190,0024;-744,2345;-276,8852;-141,9487;-848,9783;-352,1052;-107,0263;-979,0175;-411,8794;-75,8439;-1063;-450,7134;-52,2747;-1125;-479,7464;-31,6794;-1162;-495,7446;-14,743;-1216;-504,466;0;-1162;-495,7446;14,743;-1125;-479,7464;31,6794;-1063;-450,7134;52,2747;-979,0175;-411,8794;75,8439;-848,9783;-352,1052;107,0263;-744,2345;-276,8852;141,9487;-708,7874;-164,7804;190,0024
-426,6548;0;227,4642;-205,0053;157,2579;185,5799;-206,8181;274,9996;138,4836;-306,4824;348,6867;105,863;-449,3282;408,0842;76,6348;-582,2385;454,2818;52,1708;-691,4325;481,1577;33,0727;-782,2667;497,1149;16,0928;-857,3882;508,0569;0;-782,2667;497,1149;-16,0928;-691,4325;481,1577;-33,0727;-582,2385;454,2818;-52,1708;-449,3282;408,0842;-76,6348;-306,4824;348,6867;-105,863;-206,8181;274,9996;-138,4836;-205,0053;157,2579;-185,5799;-426,6548;0;-227,4642;-205,0053;-157,2579;-185,5799;-206,8181;-274,9996;-138,4836;-306,4824;-348,6867;-105,863;-449,3282;-408,0842;-76,6348;-582,2385;-454,2818;-52,1708;-691,4325;-481,1577;-33,0727;-782,2667;-497,1149;-16,0928;-857,3882;-508,0569;0;-782,2667;-497,1149;16,0928;-691,4325;-481,1577;33,0727;-582,2385;-454,2818;52,1708;-449,3282;-408,0842;76,6348;-306,4824;-348,6867;105,863;-206,8181;-274,9996;138,4836;-205,0053;-157,2579;185,5799
-100,5005;0;211,5449;288,4985;148,6229;170,9457;302,7108;257,0302;129,0752;206,7588;327,444;100,0842;59,1494;384,3008;75,8123;-117,911;429,2164;52,2747;-274,4872;465,3243;31,6376;-402,4441;486,8844;14,569;-508,4603;498,4217;0;-402,4441;486,8844;-14,569;-274,4872;465,3243;-31,6376;-117,911;429,2164;-52,2747;59,1494;384,3008;-75,8123;206,7588;327,444;-100,0842;302,7108;257,0302;-129,0752;288,4985;148,6229;-170,9457;-100,5005;0;-211,5449;288,4985;-148,6229;-170,9457;302,7108;-257,0302;-129,0752;206,7588;-327,444;-100,0842;59,1494;-384,3008;-75,8123;-117,911;-429,2164;-52,2747;-274,4872;-465,3243;-31,6376;-402,4441;-486,8844;-14,569;-508,4603;-498,4217;0;-402,4441;-486,8844;14,569;-274,4872;-465,3243;31,6376;-117,911;-429,2164;52,2747;59,1494;-384,3008;75,8123;206,7588;-327,444;100,0842;302,7108;-257,0302;129,0752;288,4985;-148,6229;170,9457
291,8774;0;191,5294;705,2184;141,5198;143,9146;829,5002;227,5657;111,3204;711,4838;289,4804;89,8184;552,8973;340,9209;71,4899;347,2407;388,6517;51,7198;156,8454;429,185;32,8744;-14,7047;462,8293;15,1973;-130,849;480,324;0;-14,7047;462,8293;-15,1973;156,8454;429,185;-32,8744;347,2407;388,6517;-51,7198;552,8973;340,9209;-71,4899;711,4838;289,4804;-89,8184;829,5002;227,5657;-111,3204;705,2184;141,5198;-143,9146;291,8774;0;-191,5294;705,2184;-141,5198;-143,9146;829,5002;-227,5657;-111,3204;711,4838;-289,4804;-89,8184;552,8973;-340,9209;-71,4899;347,2407;-388,6517;-51,7198;156,8454;-429,185;-32,8744;-14,7047;-462,8293;-15,1973;-130,849;-480,324;0;-14,7047;-462,8293;15,1973;156,8454;-429,185;32,8744;347,2407;-388,6517;51,7198;552,8973;-340,9209;71,4899;711,4838;-289,4804;89,8184;829,5002;-227,5657;111,3204;705,2184;-141,5198;143,9146
591,7973;0;168,8902;1175,2302;135,0306;109,6805;1300,4119;189,1343;88,7372;1187,0573;234,2299;77,136;1017,6975;281,6863;64,2305;824,5028;330,487;49,9293;602,0856;378,737;34,2482;370,3928;421,2958;16,6021;175,8319;452,3103;0;370,3928;421,2958;-16,6021;602,0856;378,737;-34,2482;824,5028;330,487;-49,9293;1017,6975;281,6863;-64,2305;1187,0573;234,2299;-77,136;1300,4119;189,1343;-88,7372;1175,2302;135,0306;-109,6805;591,7973;0;-168,8902;1175,2302;-135,0306;-109,6805;1300,4119;-189,1343;-88,7372;1187,0573;-234,2299;-77,136;1017,6975;-281,6863;-64,2305;824,5028;-330,487;-49,9293;602,0856;-378,737;-34,2482;370,3928;-421,2958;-16,6021;175,8319;-452,3103;0;370,3928;-421,2958;16,6021;602,0856;-378,737;34,2482;824,5028;-330,487;49,9293;1017,6975;-281,6863;64,2305;1187,0573;-234,2299;77,136;1300,4119;-189,1343;88,7372;1175,2302;-135,0306;109,6805
1014,4642;0;134,8901;1686,6225;114,9029;72,1142;1700,3613;143,7105;61,9121;1624,3077;168,1348;60,9004;1464,3472;209,6583;54,2198;1288,8928;253,3729;46,3624;1048,8238;308,3611;30,9874;810,5022;359,8998;15,5874;550,6237;411,8828;0;810,5022;359,8998;-15,5874;1048,8238;308,3611;-30,9874;1288,8928;253,3729;-46,3624;1464,3472;209,6583;-54,2198;1624,3077;168,1348;-60,9004;1700,3613;143,7105;-61,9121;1686,6225;114,9029;-72,1142;1014,4642;0;-134,8901;1686,6225;-114,9029;-72,1142;1700,3613;-143,7105;-61,9121;1624,3077;-168,1348;-60,9004;1464,3472;-209,6583;-54,2198;1288,8928;-253,3729;-46,3624;1048,8238;-308,3611;-30,9874;810,5022;-359,8998;-15,5874;550,6237;-411,8828;0;810,5022;-359,8998;15,5874;1048,8238;-308,3611;30,9874;1288,8928;-253,3729;46,3624;1464,3472;-209,6583;54,2198;1624,3077;-168,1348;60,9004;1700,3613;-143,7105;61,9121;1686,6225;-114,9029;72,1142
1601,2785;0;87,0388;2069,3936;76,7249;39,2775;2062,4882;86,6274;37,8341;1977,7647;107,7061;39,6272;1882,584;130,7431;41,1094;1713,8357;170,8169;37,641;1501,2178;221,9958;30,2453;1242,2767;281,339;16,8124;926,8849;345,5232;0;1242,2767;281,339;-16,8124;1501,2178;221,9958;-30,2453;1713,8357;170,8169;-37,641;1882,584;130,7431;-41,1094;1977,7647;107,7061;-39,6272;2062,4882;86,6274;-37,8341;2069,3936;76,7249;-39,2775;1601,2785;0;-87,0388;2069,3936;-76,7249;-39,2775;2062,4882;-86,6274;-37,8341;1977,7647;-107,7061;-39,6272;1882,584;-130,7431;-41,1094;1713,8357;-170,8169;-37,641;1501,2178;-221,9958;-30,2453;1242,2767;-281,339;-16,8124;926,8849;-345,5232;0;1242,2767;-281,339;16,8124;1501,2178;-221,9958;30,2453;1713,8357;-170,8169;37,641;1882,584;-130,7431;41,1094;1977,7647;-107,7061;39,6272;2062,4882;-86,6274;37,8341;2069,3936;-76,7249;39,2775
2193,0576;0;37,7525;2347,7334;28,4814;14,7201;2305,0299;40,4398;17,0085;2264,9028;50,4344;19,8155;2226,5382;59,957;22,5116;2129,4211;83,1301;25,1315;1975,1071;120,138;24,8927;1690,4465;188,8369;13,6547;1396,5744;257,1087;0;1690,4465;188,8369;-13,6547;1975,1071;120,138;-24,8927;2129,4211;83,1301;-25,1315;2226,5382;59,957;-22,5116;2264,9028;50,4344;-19,8155;2305,0299;40,4398;-17,0085;2347,7334;28,4814;-14,7201;2193,0576;0;-37,7525;2347,7334;-28,4814;-14,7201;2305,0299;-40,4398;-17,0085;2264,9028;-50,4344;-19,8155;2226,5382;-59,957;-22,5116;2129,4211;-83,1301;-25,1315;1975,1071;-120,138;-24,8927;1690,4465;-188,8369;-13,6547;1396,5744;-257,1087;0;1690,4465;-188,8369;13,6547;1975,1071;-120,138;24,8927;2129,4211;-83,1301;25,1315;2226,5382;-59,957;22,5116;2264,9028;-50,4344;19,8155;2305,0299;-40,4398;17,0085;2347,7334;-28,4814;14,7201
2287,4298;0;26,2161;2438,7138;9,2021;5,2141;2443,8077;8,5768;4,3856;2442,2557;9,2184;4,4482;2437,775;10,5773;4,8175;2395,1932;20,7867;8,1291;2345,2259;33,111;11,6729;2231,5214;61,7086;14,2191;1841,0466;154,9253;0;2231,5214;61,7086;-14,2191;2345,2259;33,111;-11,6729;2395,1932;20,7867;-8,1291;2437,775;10,5773;-4,8175;2442,2557;9,2184;-4,4482;2443,8077;8,5768;-4,3856;2438,7138;9,2021;-5,2141;2287,4298;0;-26,2161;2438,7138;-9,2021;-5,2141;2443,8077;-8,5768;-4,3856;2442,2557;-9,2184;-4,4482;2437,775;-10,5773;-4,8175;2395,1932;-20,7867;-8,1291;2345,2259;-33,111;-11,6729;2231,5214;-61,7086;-14,2191;1841,0466;-154,9253;0;2231,5214;-61,7086;14,2191;2345,2259;-33,111;11,6729;2395,1932;-20,7867;8,1291;2437,775;-10,5773;4,8175;2442,2557;-9,2184;4,4482;2443,8077;-8,5768;4,3856;2438,7138;-9,2021;5,2141
2381,8019;0;13,6319;2466,809;2,555;1,3541;2468,0825;2,2858;1,1551;2467,6945;2,4242;1,192;2466,5743;2,7621;1,3222;2464,5387;3,3621;1,553;2460,4636;4,5544;1,9734;2448,4154;8,0693;2,865;2366,9011;31,3771;0;2448,4154;8,0693;-2,865;2460,4636;4,5544;-1,9734;2464,5387;3,3621;-1,553;2466,5743;2,7621;-1,3222;2467,6945;2,4242;-1,192;2468,0825;2,2858;-1,1551;2466,809;2,555;-1,3541;2381,8019;0;-13,6319;2466,809;-2,555;-1,3541;2468,0825;-2,2858;-1,1551;2467,6945;-2,4242;-1,192;2466,5743;-2,7621;-1,3222;2464,5387;-3,3621;-1,553;2460,4636;-4,5544;-1,9734;2448,4154;-8,0693;-2,865;2366,9011;-31,3771;0;2448,4154;-8,0693;2,865;2460,4636;-4,5544;1,9734;2464,5387;-3,3621;1,553;2466,5743;-2,7621;1,3222;2467,6945;-2,4242;1,192;2468,0825;-2,2858;1,1551;2466,809;-2,555;1,3541
2476,1741;0;0;2476,1741;0;0;2476,1741;0;0;2476,1741;0;0;2476,1741;0;0;2476,1741;0;0;2476,1741;0;0;2476,1741;0;0;2476,1741;0;0;2476,1741;0;0;2476,1741;0;0;2476,1741;0;0;2476,1741;0;0;2476,1741;0;0;2476,1741;0;0;2476,1741;0;0;2476,1741;0;0;2476,1741;0;0;2476,1741;0;0;2476,1741;0;0;2476,1741;0;0;2476,1741;0;0;2476,1741;0;0;2476,1741;0;0;2476,1741;0;0;2476,1741;0;0;2476,1741;0;0;2476,1741;0;0;2476,1741;0;0;2476,1741;0;0;2476,1741;0;0;2476,1741;0;0
